OrderID,ProductID,Quantity,Price,Revenue,ProfitMargin
40,207,3,322.75,968.25,224.68
41,245,3,472.91,1418.73,180.81
42,100,2,71.97,143.94,17.15
42,386,3,254.76,764.28,78.12
43,143,3,59.21,177.63,24.9
43,446,1,284.37,284.37,38.01
43,273,1,278.51,278.51,41.52
44,438,3,35.04,105.12,27.63
44,465,3,44.31,132.93,22.72
44,247,1,45.78,45.78,6.15
44,140,2,278.16,556.32,56.29
45,441,1,422.33,422.33,78.05
45,298,1,307.2,307.2,33.64
45,197,2,358.16,716.32,108.98
46,276,1,132.62,132.62,36.72
46,263,3,83.75,251.25,40.29
46,297,1,240.1,240.1,60.28
47,84,2,255.17,510.34,52.67
48,437,2,270.16,540.32,148.53
48,348,2,340.76,681.52,135.39
48,277,1,144.35,144.35,29.73
48,24,1,335.61,335.61,39.24
49,236,1,182.13,182.13,30.62
50,30,1,41.72,41.72,4.78
51,345,3,385.86,1157.58,118.0
51,6,3,397.99,1193.97,268.68
52,164,1,432.15,432.15,106.05
52,94,3,335.6,1006.8,259.23
53,209,1,368.7,368.7,97.98
53,488,2,10.29,20.58,2.65
53,135,2,257.53,515.06,56.46
54,316,3,463.03,1389.09,306.87
54,72,3,41.54,124.62,25.84
54,339,2,393.87,787.74,116.22
54,431,1,298.27,298.27,32.26
54,283,2,275.94,551.88,88.04
55,461,1,147.28,147.28,16.51
55,328,1,305.52,305.52,91.41
56,141,3,315.6,946.8,194.83
56,123,2,247.42,494.84,102.92
56,58,1,296.99,296.99,63.19
57,327,3,296.96,890.88,96.0
58,372,3,101.24,303.72,77.52
59,352,2,53.14,106.28,30.46
59,489,2,182.5,365.0,40.74
59,374,1,460.11,460.11,133.2
60,189,2,227.53,455.06,123.23
60,265,1,466.16,466.16,71.03
60,251,3,200.05,600.15,93.8
61,365,3,338.11,1014.33,114.1
61,337,2,420.73,841.46,225.18
61,154,1,264.48,264.48,63.7
61,337,3,420.73,1262.19,247.8
61,129,2,65.21,130.42,32.6
62,399,2,119.56,239.12,29.41
63,268,2,454.9,909.8,236.86
63,371,2,187.35,374.7,83.01
63,437,2,270.16,540.32,139.04
64,240,3,393.29,1179.87,211.51
65,152,3,275.52,826.56,143.21
65,358,1,147.42,147.42,24.39
65,212,3,207.41,622.23,105.52
65,394,2,169.15,338.3,68.93
66,229,3,278.62,835.86,133.2
66,70,2,353.06,706.12,190.1
67,19,2,353.88,707.76,146.42
67,190,2,473.05,946.1,204.73
67,448,2,319.09,638.18,184.97
68,382,2,300.32,600.64,63.61
68,56,3,15.04,45.12,6.67
69,181,2,466.79,933.58,277.09
69,466,1,297.73,297.73,35.97
69,71,3,419.22,1257.66,195.66
69,203,1,165.51,165.51,40.84
69,9,3,59.88,179.64,18.36
70,374,2,460.11,920.22,219.4
70,284,3,467.45,1402.35,380.25
70,493,1,26.76,26.76,4.97
70,66,2,239.58,479.16,127.86
71,363,1,180.93,180.93,50.32
72,12,3,164.03,492.09,143.92
72,259,1,129.56,129.56,34.98
72,218,2,168.77,337.54,85.6
72,306,2,429.9,859.8,222.7
72,414,3,302.85,908.55,115.81
73,445,3,110.77,332.31,87.43
74,112,1,344.18,344.18,44.83
74,168,2,314.44,628.88,100.09
74,174,3,484.46,1453.38,277.14
74,32,1,96.58,96.58,24.71
74,284,1,467.45,467.45,95.01
75,149,2,292.78,585.56,123.15
75,219,1,139.67,139.67,24.96
75,161,1,135.79,135.79,20.57
76,159,3,389.5,1168.5,341.4
77,373,3,43.12,129.36,36.71
77,459,2,370.79,741.58,96.77
78,167,1,324.29,324.29,66.81
78,229,3,278.62,835.86,139.28
78,312,1,214.7,214.7,52.29
79,304,1,487.96,487.96,102.24
79,66,2,239.58,479.16,143.59
79,484,1,45.92,45.92,10.18
80,192,3,483.66,1450.98,324.82
81,351,1,196.05,196.05,27.81
81,240,1,393.29,393.29,86.33
81,139,3,351.05,1053.15,212.17
82,28,2,86.47,172.94,26.31
82,192,3,483.66,1450.98,186.45
82,287,1,139.2,139.2,35.05
83,418,2,139.37,278.74,49.82
84,144,3,450.57,1351.71,370.34
84,173,1,240.16,240.16,25.39
84,43,2,313.64,627.28,92.35
84,84,3,255.17,765.51,132.26
84,199,1,488.91,488.91,136.29
85,453,3,72.98,218.94,63.05
85,453,2,72.98,145.96,25.76
85,212,1,207.41,207.41,28.36
85,9,2,59.88,119.76,32.71
85,190,2,473.05,946.1,262.42
86,313,1,262.78,262.78,74.46
86,122,3,92.32,276.96,40.08
86,443,2,180.5,361.0,63.67
86,483,1,43.46,43.46,12.97
87,207,3,322.75,968.25,203.77
88,271,3,317.65,952.95,215.06
89,312,1,214.7,214.7,25.93
89,351,1,196.05,196.05,27.03
89,137,2,379.29,758.58,155.68
90,292,3,407.73,1223.19,269.63
90,253,1,101.26,101.26,18.61
90,212,2,207.41,414.82,74.16
90,344,2,60.82,121.64,17.91
90,398,3,375.9,1127.7,220.77
91,276,2,132.62,265.24,69.04
91,60,3,19.88,59.64,9.58
91,288,1,139.45,139.45,32.56
92,44,2,72.18,144.36,41.39
92,415,1,150.03,150.03,43.05
92,16,1,211.06,211.06,51.96
92,16,1,211.06,211.06,49.52
93,253,3,101.26,303.78,30.46
93,353,2,229.84,459.68,53.46
93,414,1,302.85,302.85,87.92
94,398,2,375.9,751.8,165.48
94,400,1,293.08,293.08,81.19
94,433,3,107.25,321.75,95.95
94,352,1,53.14,53.14,6.17
95,78,1,211.79,211.79,55.14
95,281,1,286.45,286.45,36.5
95,196,2,356.89,713.78,112.12
96,451,2,102.93,205.86,25.24
96,147,3,317.43,952.29,187.5
96,265,2,466.16,932.32,174.5
96,406,1,478.23,478.23,60.55
96,353,3,229.84,689.52,147.68
97,169,1,200.05,200.05,42.47
98,425,2,128.23,256.46,65.22
98,138,2,47.52,95.04,10.19
98,166,3,260.59,781.77,127.69
98,359,3,468.06,1404.18,418.66
98,78,2,211.79,423.58,75.32
99,186,3,411.05,1233.15,356.01
99,490,3,229.45,688.35,77.38
99,40,3,74.81,224.43,53.88
99,382,2,300.32,600.64,80.14
100,68,2,336.65,673.3,156.41
100,112,1,344.18,344.18,87.43
100,283,1,275.94,275.94,36.36
100,284,1,467.45,467.45,61.08
101,408,2,229.08,458.16,76.97
101,58,1,296.99,296.99,61.29
101,387,1,293.98,293.98,47.74
102,413,2,367.2,734.4,104.17
102,73,1,118.47,118.47,12.04
102,59,1,259.15,259.15,59.1
102,462,2,426.47,852.94,197.41
102,474,1,40.15,40.15,7.16
103,447,3,452.71,1358.13,347.84
103,266,2,466.57,933.14,152.19
103,172,3,233.81,701.43,108.03
104,424,1,242.0,242.0,45.94
104,165,2,415.01,830.02,202.2
105,178,1,254.2,254.2,67.22
105,79,3,405.57,1216.71,279.19
105,421,2,245.1,490.2,118.8
106,194,3,25.63,76.89,11.16
107,381,3,397.74,1193.22,210.53
107,488,2,10.29,20.58,4.16
107,367,2,189.24,378.48,85.41
107,101,2,269.56,539.12,155.21
107,191,3,163.32,489.96,58.68
108,201,1,305.76,305.76,72.36
109,130,1,423.04,423.04,98.59
109,405,3,413.95,1241.85,291.76
110,139,1,351.05,351.05,76.43
110,443,1,180.5,180.5,44.95
110,71,1,419.22,419.22,84.82
110,62,2,84.82,169.64,36.67
110,292,2,407.73,815.46,209.0
111,436,3,24.56,73.68,11.8
111,141,2,315.6,631.2,167.18
111,423,3,271.98,815.94,140.57
111,422,3,82.7,248.1,62.77
112,128,3,18.09,54.27,10.75
113,192,3,483.66,1450.98,270.2
113,72,2,41.54,83.08,10.09
114,328,1,305.52,305.52,44.57
114,145,1,416.26,416.26,43.35
114,176,3,368.16,1104.48,239.08
115,470,2,105.35,210.7,43.86
115,429,3,298.27,894.81,226.6
116,96,1,342.78,342.78,83.44
116,174,2,484.46,968.92,232.91
117,129,3,65.21,195.63,45.42
117,187,2,387.81,775.62,161.53
117,403,2,133.44,266.88,32.93
117,248,3,211.63,634.89,173.17
118,328,2,305.52,611.04,169.4
118,366,2,52.21,104.42,15.9
118,147,2,317.43,634.86,167.03
119,290,2,267.01,534.02,62.16
119,238,3,445.31,1335.93,304.77
119,303,3,180.16,540.48,95.36
119,307,3,265.63,796.89,158.09
120,173,2,240.16,480.32,66.95
120,441,2,422.33,844.66,134.5
120,405,2,413.95,827.9,89.03
120,266,2,466.57,933.14,199.22
120,365,2,338.11,676.22,136.21
121,153,2,250.98,501.96,73.38
121,37,2,487.83,975.66,117.36
121,125,2,119.93,239.86,71.2
121,447,2,452.71,905.42,232.47
122,363,2,180.93,361.86,57.69
122,431,3,298.27,894.81,224.11
122,317,1,323.26,323.26,38.44
123,421,1,245.1,245.1,67.13
123,117,3,181.9,545.7,100.24
123,34,2,358.11,716.22,153.6
123,79,2,405.57,811.14,103.71
124,102,3,142.18,426.54,56.65
124,417,1,58.27,58.27,12.46
124,424,2,242.0,484.0,85.75
125,473,3,281.37,844.11,108.18
125,214,3,472.31,1416.93,398.51
125,305,3,91.16,273.48,52.09
126,79,2,405.57,811.14,224.1
126,264,3,225.29,675.87,135.44
126,60,3,19.88,59.64,8.04
126,176,2,368.16,736.32,141.7
127,377,2,435.93,871.86,184.77
128,366,3,52.21,156.63,17.23
128,470,3,105.35,316.05,37.35
128,76,2,356.52,713.04,177.19
128,77,1,311.61,311.61,76.92
128,124,3,356.27,1068.81,255.77
129,70,1,353.06,353.06,55.81
129,381,2,397.74,795.48,130.26
130,498,1,189.83,189.83,47.16
130,393,1,319.6,319.6,77.78
131,105,3,375.2,1125.6,117.02
131,72,1,41.54,41.54,7.43
131,176,2,368.16,736.32,99.9
131,56,2,15.04,30.08,3.63
132,461,2,147.28,294.56,67.25
133,151,2,377.13,754.26,132.37
133,102,1,142.18,142.18,15.63
134,157,3,461.03,1383.09,189.94
134,351,2,196.05,392.1,114.49
135,216,2,469.03,938.06,166.97
136,401,3,177.86,533.58,114.93
136,253,2,101.26,202.52,46.17
136,344,1,60.82,60.82,11.92
136,115,1,261.74,261.74,76.56
137,134,3,200.39,601.17,159.77
137,256,2,176.47,352.94,40.26
137,257,1,127.56,127.56,20.53
137,157,1,461.03,461.03,101.31
137,243,3,192.65,577.95,121.52
138,169,3,200.05,600.15,71.81
138,313,3,262.78,788.34,193.4
138,346,2,310.69,621.38,91.15
139,409,1,310.77,310.77,59.72
139,267,2,68.6,137.2,33.11
139,272,1,89.3,89.3,25.93
140,344,2,60.82,121.64,32.48
140,233,2,451.21,902.42,216.23
140,185,3,207.78,623.34,149.18
141,388,3,336.5,1009.5,174.83
141,44,1,72.18,72.18,13.26
141,227,3,381.43,1144.29,234.56
141,196,1,356.89,356.89,66.43
141,149,2,292.78,585.56,114.54
142,484,2,45.92,91.84,19.24
142,131,2,35.22,70.44,16.77
142,425,1,128.23,128.23,22.15
143,283,1,275.94,275.94,27.85
143,104,2,459.1,918.2,147.81
143,473,3,281.37,844.11,201.1
144,337,1,420.73,420.73,105.53
144,76,1,356.52,356.52,52.9
144,475,3,20.6,61.8,10.73
144,200,2,98.24,196.48,22.44
144,219,1,139.67,139.67,29.98
145,372,2,101.24,202.48,59.2
146,396,1,129.89,129.89,21.64
146,70,2,353.06,706.12,169.23
146,10,2,451.43,902.86,98.52
147,59,1,259.15,259.15,31.76
147,110,2,145.64,291.28,82.78
147,42,1,74.67,74.67,10.43
147,407,1,399.91,399.91,88.9
147,48,3,432.81,1298.43,286.6
148,138,2,47.52,95.04,14.19
149,285,1,111.24,111.24,31.78
150,494,1,130.59,130.59,34.74
150,464,3,367.51,1102.53,274.18
150,387,2,293.98,587.96,135.23
150,206,1,202.94,202.94,58.58
150,432,3,460.4,1381.2,208.91
151,337,3,420.73,1262.19,218.26
151,402,1,314.05,314.05,50.16
151,280,3,404.34,1213.02,210.01
151,392,2,38.2,76.4,14.78
151,183,1,187.4,187.4,35.43
152,218,3,168.77,506.31,111.11
152,301,2,57.97,115.94,24.56
152,295,2,26.15,52.3,8.89
152,302,1,177.14,177.14,51.77
153,256,2,176.47,352.94,48.5
153,325,2,418.88,837.76,126.74
153,10,3,451.43,1354.29,327.91
154,200,2,98.24,196.48,41.64
154,197,3,358.16,1074.48,199.01
155,483,3,43.46,130.38,19.51
156,50,1,88.5,88.5,23.04
156,264,3,225.29,675.87,169.68
156,419,3,306.01,918.03,180.72
156,300,3,233.73,701.19,193.09
156,129,3,65.21,195.63,49.96
157,267,2,68.6,137.2,18.92
157,343,1,187.04,187.04,50.31
157,407,3,399.91,1199.73,306.5
157,478,3,159.5,478.5,94.26
157,276,2,132.62,265.24,76.11
158,352,1,53.14,53.14,6.28
158,338,2,292.08,584.16,117.67
159,466,2,297.73,595.46,96.32
159,219,1,139.67,139.67,20.73
159,470,1,105.35,105.35,19.82
159,480,3,363.08,1089.24,160.63
160,176,1,368.16,368.16,67.36
160,410,3,222.32,666.96,157.34
160,256,1,176.47,176.47,44.06
161,18,3,268.78,806.34,219.72
161,404,2,88.57,177.14,31.9
162,485,2,361.67,723.34,180.91
162,127,2,389.63,779.26,191.72
162,217,1,447.58,447.58,73.28
162,215,3,208.37,625.11,118.61
163,27,2,496.35,992.7,233.69
163,102,2,142.18,284.36,46.64
163,194,3,25.63,76.89,22.08
163,330,1,454.93,454.93,48.6
163,486,3,135.16,405.48,68.07
164,102,2,142.18,284.36,32.33
164,403,1,133.44,133.44,32.15
164,14,3,347.32,1041.96,129.37
164,364,3,132.14,396.42,118.07
165,222,1,226.61,226.61,31.53
166,422,2,82.7,165.4,46.72
166,500,3,283.79,851.37,105.77
166,60,3,19.88,59.64,17.15
166,39,1,214.33,214.33,33.13
167,109,1,95.15,95.15,19.37
167,341,2,79.9,159.8,32.42
167,304,3,487.96,1463.88,197.84
167,212,3,207.41,622.23,177.68
167,424,2,242.0,484.0,50.43
168,38,1,265.54,265.54,62.5
168,152,3,275.52,826.56,111.0
169,348,1,340.76,340.76,83.52
169,233,2,451.21,902.42,190.64
169,452,2,229.85,459.7,112.3
169,43,3,313.64,940.92,121.95
169,5,2,250.48,500.96,126.13
170,296,2,419.03,838.06,142.45
170,327,2,296.96,593.92,125.16
170,107,1,62.46,62.46,17.67
170,267,3,68.6,205.8,22.61
170,155,3,457.12,1371.36,255.02
171,449,2,332.05,664.1,71.61
172,114,3,150.49,451.47,98.4
173,310,1,391.35,391.35,61.16
173,80,2,345.11,690.22,111.25
173,410,1,222.32,222.32,25.25
173,360,2,460.13,920.26,98.84
173,124,1,356.27,356.27,41.92
174,87,1,80.73,80.73,18.02
174,115,3,261.74,785.22,132.99
174,382,3,300.32,900.96,220.59
175,233,1,451.21,451.21,127.74
176,123,3,247.42,742.26,91.56
176,116,2,312.84,625.68,93.75
176,11,1,128.3,128.3,26.14
176,68,2,336.65,673.3,166.27
176,329,2,295.06,590.12,115.54
177,441,2,422.33,844.66,89.75
177,294,2,38.45,76.9,16.67
177,278,1,326.09,326.09,68.2
177,94,1,335.6,335.6,48.13
178,382,3,300.32,900.96,260.32
179,317,3,323.26,969.78,271.53
179,125,2,119.93,239.86,48.92
179,311,3,459.84,1379.52,181.8
179,271,1,317.65,317.65,82.34
180,218,1,168.77,168.77,17.34
180,9,2,59.88,119.76,22.09
180,227,1,381.43,381.43,38.35
181,481,3,249.14,747.42,144.59
181,238,2,445.31,890.62,202.1
181,231,2,176.84,353.68,43.18
182,73,1,118.47,118.47,26.8
182,231,3,176.84,530.52,132.91
182,281,1,286.45,286.45,37.4
182,299,1,375.79,375.79,58.96
182,284,2,467.45,934.9,104.43
183,133,2,329.41,658.82,158.44
184,306,1,429.9,429.9,116.11
184,32,2,96.58,193.16,22.81
184,137,3,379.29,1137.87,308.14
184,406,1,478.23,478.23,52.2
184,437,2,270.16,540.32,133.36
185,143,2,59.21,118.42,21.0
185,383,3,442.28,1326.84,326.42
185,15,3,295.21,885.63,100.76
185,53,2,282.14,564.28,125.05
185,303,3,180.16,540.48,134.14
186,204,2,299.74,599.48,122.13
186,448,1,319.09,319.09,89.99
186,243,1,192.65,192.65,25.85
186,65,2,351.48,702.96,147.88
186,280,1,404.34,404.34,86.98
187,71,1,419.22,419.22,116.99
187,401,2,177.86,355.72,41.72
187,221,2,94.32,188.64,37.18
187,160,1,409.04,409.04,109.64
188,285,3,111.24,333.72,94.72
188,39,1,214.33,214.33,60.05
188,8,2,196.75,393.5,116.7
189,422,2,82.7,165.4,16.99
189,471,2,420.69,841.38,244.9
189,454,3,193.05,579.15,98.29
189,31,2,188.75,377.5,82.98
190,368,2,426.08,852.16,175.26
190,419,3,306.01,918.03,200.02
190,230,1,112.9,112.9,22.23
190,48,2,432.81,865.62,185.17
190,431,3,298.27,894.81,113.83
191,451,3,102.93,308.79,80.38
191,67,2,234.84,469.68,103.04
191,355,1,423.76,423.76,56.74
191,304,2,487.96,975.92,232.71
191,313,2,262.78,525.56,97.63
192,424,3,242.0,726.0,207.1
192,235,1,107.17,107.17,29.55
192,251,1,200.05,200.05,29.56
192,23,2,89.33,178.66,25.67
193,200,3,98.24,294.72,37.88
193,206,1,202.94,202.94,46.5
194,241,2,473.56,947.12,280.3
194,246,3,18.86,56.58,8.23
194,281,2,286.45,572.9,104.75
194,236,2,182.13,364.26,62.04
194,71,1,419.22,419.22,44.02
195,395,3,259.94,779.82,174.69
196,154,2,264.48,528.96,107.51
196,50,3,88.5,265.5,47.68
196,165,2,415.01,830.02,137.39
196,472,1,12.9,12.9,3.45
197,15,3,295.21,885.63,202.14
197,153,2,250.98,501.96,59.85
197,98,2,182.66,365.32,54.82
197,199,1,488.91,488.91,86.57
197,261,3,97.63,292.89,50.44
198,75,1,320.38,320.38,42.77
198,166,3,260.59,781.77,143.55
198,457,3,360.14,1080.42,284.26
198,141,3,315.6,946.8,168.65
198,212,2,207.41,414.82,76.05
199,485,2,361.67,723.34,150.24
199,495,2,396.52,793.04,210.43
199,363,3,180.93,542.79,113.11
200,493,3,26.76,80.28,21.11
200,435,1,480.07,480.07,99.84
201,139,1,351.05,351.05,36.73
201,297,2,240.1,480.2,88.86
201,253,1,101.26,101.26,29.5
202,128,1,18.09,18.09,2.63
202,390,2,288.56,577.12,69.98
202,488,2,10.29,20.58,4.55
202,332,3,24.34,73.02,17.06
202,218,2,168.77,337.54,40.82
203,190,3,473.05,1419.15,207.56
203,213,3,103.59,310.77,83.78
204,266,3,466.57,1399.71,325.4
204,426,3,244.61,733.83,195.33
204,233,1,451.21,451.21,76.48
205,374,2,460.11,920.22,250.8
205,14,3,347.32,1041.96,266.17
206,70,1,353.06,353.06,95.06
207,119,3,111.48,334.44,89.16
207,428,1,456.73,456.73,112.27
208,78,2,211.79,423.58,81.1
208,157,3,461.03,1383.09,151.54
208,174,3,484.46,1453.38,283.05
209,192,1,483.66,483.66,94.87
210,270,3,176.53,529.59,141.23
210,357,1,384.1,384.1,62.72
210,104,2,459.1,918.2,183.47
210,438,3,35.04,105.12,29.24
210,423,3,271.98,815.94,156.18
211,309,3,140.23,420.69,95.52
211,284,2,467.45,934.9,184.34
212,32,1,96.58,96.58,13.41
212,283,2,275.94,551.88,76.99
212,460,2,328.44,656.88,166.83
213,447,3,452.71,1358.13,249.76
213,352,2,53.14,106.28,23.36
213,181,1,466.79,466.79,134.23
214,239,3,48.9,146.7,18.02
214,239,1,48.9,48.9,5.01
214,15,1,295.21,295.21,40.71
215,411,3,272.25,816.75,145.59
215,355,1,423.76,423.76,80.75
215,89,3,65.1,195.3,20.49
216,225,2,80.81,161.62,37.69
217,225,3,80.81,242.43,31.04
217,181,3,466.79,1400.37,180.36
217,293,3,10.66,31.98,8.18
217,243,3,192.65,577.95,60.21
218,172,3,233.81,701.43,96.23
218,206,1,202.94,202.94,23.76
218,152,3,275.52,826.56,238.62
219,172,2,233.81,467.62,127.61
220,399,1,119.56,119.56,14.82
220,101,3,269.56,808.68,102.36
220,166,2,260.59,521.18,87.66
220,373,2,43.12,86.24,24.09
221,390,3,288.56,865.68,130.0
221,340,1,219.4,219.4,40.72
221,209,2,368.7,737.4,200.33
221,387,3,293.98,881.94,115.57
222,137,1,379.29,379.29,111.29
222,423,1,271.98,271.98,72.01
222,294,3,38.45,115.35,21.19
223,500,2,283.79,567.58,84.36
223,77,2,311.61,623.22,66.17
223,67,1,234.84,234.84,48.68
223,35,2,168.44,336.88,100.31
223,393,1,319.6,319.6,53.16
224,133,2,329.41,658.82,115.68
224,475,3,20.6,61.8,18.35
224,69,3,209.19,627.57,137.2
224,402,3,314.05,942.15,166.97
225,479,3,101.65,304.95,77.03
225,270,3,176.53,529.59,59.72
225,200,3,98.24,294.72,84.47
225,74,1,273.61,273.61,30.79
226,400,1,293.08,293.08,81.99
226,115,2,261.74,523.48,59.27
227,103,1,151.16,151.16,30.4
227,497,1,97.53,97.53,22.42
227,315,3,429.18,1287.54,354.49
228,15,3,295.21,885.63,116.65
228,291,3,212.16,636.48,68.54
229,200,3,98.24,294.72,34.08
229,171,2,195.13,390.26,103.87
229,147,1,317.43,317.43,66.18
229,419,1,306.01,306.01,34.1
229,488,2,10.29,20.58,3.16
230,14,3,347.32,1041.96,118.74
230,152,3,275.52,826.56,240.75
231,140,2,278.16,556.32,77.53
232,234,1,240.51,240.51,47.66
232,328,2,305.52,611.04,152.7
232,251,2,200.05,400.1,105.64
232,113,3,292.55,877.65,145.57
233,454,2,193.05,386.1,47.23
234,398,2,375.9,751.8,97.0
234,379,3,308.97,926.91,174.91
234,451,3,102.93,308.79,44.44
235,84,3,255.17,765.51,164.22
235,34,1,358.11,358.11,55.89
235,372,1,101.24,101.24,15.87
235,126,2,449.13,898.26,137.42
235,469,1,414.37,414.37,120.1
236,423,1,271.98,271.98,62.25
236,381,3,397.74,1193.22,296.49
236,382,1,300.32,300.32,76.96
237,135,1,257.53,257.53,63.14
237,351,1,196.05,196.05,24.88
237,85,3,220.43,661.29,114.46
237,297,1,240.1,240.1,63.4
238,376,2,63.88,127.76,37.11
238,241,3,473.56,1420.68,280.8
238,404,3,88.57,265.71,72.75
238,345,1,385.86,385.86,111.72
239,459,2,370.79,741.58,141.23
240,119,3,111.48,334.44,86.56
241,36,3,478.21,1434.63,172.14
242,312,2,214.7,429.4,80.55
242,270,3,176.53,529.59,137.34
243,390,2,288.56,577.12,130.86
243,282,3,216.06,648.18,101.97
244,85,3,220.43,661.29,170.12
244,481,2,249.14,498.28,133.89
245,69,1,209.19,209.19,53.68
246,323,2,383.77,767.54,110.7
246,220,3,87.04,261.12,35.94
246,308,2,122.21,244.42,34.96
246,95,3,477.69,1433.07,357.98
247,357,1,384.1,384.1,88.26
247,53,2,282.14,564.28,153.08
248,161,1,135.79,135.79,14.28
249,335,2,322.68,645.36,184.04
249,442,1,456.16,456.16,97.79
249,144,2,450.57,901.14,195.06
250,482,3,424.24,1272.72,370.15
251,47,3,142.45,427.35,123.1
251,488,1,10.29,10.29,2.7
251,457,1,360.14,360.14,78.02
251,89,3,65.1,195.3,26.94
252,81,3,287.2,861.6,147.48
253,278,1,326.09,326.09,90.71
253,101,2,269.56,539.12,117.95
254,293,2,10.66,21.32,5.04
255,208,3,318.35,955.05,124.78
255,463,3,499.58,1498.74,353.01
256,452,1,229.85,229.85,53.55
256,226,3,197.5,592.5,132.59
257,138,2,47.52,95.04,24.61
258,362,3,54.24,162.72,25.07
258,359,2,468.06,936.12,171.3
259,138,3,47.52,142.56,31.83
259,154,3,264.48,793.44,232.31
